Tiempo (s),Fuerza (N),Posición (m),Vector velocidad (m/s),Aceleración (m/s²)
15.800,-2.3,0.322,7.88E-4,-2.8
15.820,-2.3,,,
15.840,-2.5,,,
15.850,,0.318,-0.14,-1.9
15.860,-2.9,,,
15.880,-3.3,,,
15.900,-3.8,0.308,-0.19,0.1
15.920,-4.3,,,
15.940,-4.8,,,
15.950,,0.298,-0.13,2.1
15.960,-5.2,,,
15.980,-5.4,,,
16.000,-5.4,0.295,0.02,2.8
16.020,-5.3,,,
16.040,-5.0,,,
16.050,,0.300,0.15,1.7
16.060,-4.6,,,
16.080,-4.1,,,
16.100,-3.6,0.310,0.19,-0.4
16.120,-3.1,,,
16.140,-2.8,,,
16.150,,0.319,0.11,-2.2
16.160,-2.5,,,
16.180,-2.3,,,
16.200,-2.3,0.321,-0.04,-2.7
16.220,-2.5,,,
16.240,-2.8,,,
16.250,,0.315,-0.16,-1.5
16.260,-3.3,,,
16.280,-3.7,,,
16.300,-4.2,0.305,-0.18,0.7
16.320,-4.7,,,
16.340,-5.1,,,
16.350,,0.296,-0.09,2.4
16.360,-5.3,,,
16.380,-5.4,,,
16.400,-5.4,0.295,0.06,2.7
16.420,-5.1,,,
16.440,-4.8,,,
16.450,,0.302,0.18,1.2
16.460,-4.3,,,
16.480,-3.8,,,
16.500,-3.3,0.313,0.18,-1.1
16.520,-2.9,,,
16.540,-2.6,,,
16.550,,0.321,0.07,-2.7
16.560,-2.4,,,
16.580,-2.3,,,
16.600,-2.5,0.320,-0.08,-2.5
16.620,-2.7,,,
16.640,-3.1,,,
16.650,,0.312,-0.18,-0.9
16.660,-3.5,,,
16.680,-4.0,,,
16.700,-4.5,0.302,-0.17,1.3
16.720,-4.9,,,
16.740,-5.2,,,
16.750,,0.295,-0.05,2.7
16.760,-5.4,,,
16.780,-5.4,,,
16.800,-5.2,0.297,0.10,2.4
16.820,-4.9,,,
16.840,-4.4,,,
16.850,,0.305,0.19,0.6
16.860,-4.0,,,
16.880,-3.5,,,
16.900,-3.0,0.315,0.16,-1.5
16.920,-2.7,,,
16.940,-2.5,,,
16.950,,0.321,0.04,-2.7
16.960,-2.3,,,
16.980,-2.4,,,
17.000,-2.6,0.319,-0.11,-2.2
17.020,-2.9,,,
17.040,-3.4,,,
17.050,,0.310,-0.18,-0.4
17.060,-3.8,,,
17.080,-4.3,,,
17.100,-4.8,0.300,-0.15,1.7
17.120,-5.1,,,
17.140,-5.3,,,
17.150,,0.296,-0.02,2.7
17.160,-5.4,,,
17.180,-5.2,,,
17.200,-5.0,0.299,0.12,1.9
17.220,-4.6,,,
17.240,-4.1,,,
17.250,,0.308,0.18,0.1
17.260,-3.6,,,
17.280,-3.2,,,
17.300,-2.8,0.317,0.13,-1.8
17.320,-2.6,,,
17.340,-2.4,,,
17.350,,0.321,0.00,-2.6
17.360,-2.4,,,
17.380,-2.6,,,
17.400,-2.9,0.316,-0.14,-1.8
17.420,-3.2,,,
17.440,-3.7,,,
17.450,,0.307,-0.18,0.2
17.460,-4.2,,,
17.480,-4.6,,,
17.500,-5.0,0.298,-0.11,2.1
17.520,-5.3,,,
17.540,-5.4,,,
17.550,,0.296,0.03,2.7
17.560,-5.3,,,
17.580,-5.1,,,
17.600,-4.7,0.301,0.15,1.5
17.620,-4.3,,,
17.640,-3.8,,,
17.650,,0.311,0.18,-0.5
17.660,-3.4,,,
17.680,-2.9,,,
17.700,-2.7,0.319,0.10,-2.2
17.720,-2.4,,,
17.740,-2.4,,,
17.750,,0.321,-0.04,-2.6
17.760,-2.5,,,
17.780,-2.7,,,
17.800,-3.2,0.314,-0.17,-1.3
17.820,-3.6,,,
17.840,-4.0,,,
17.850,,0.304,-0.18,0.9
17.860,-4.5,,,
17.880,-4.9,,,
17.900,-5.2,0.297,-0.08,2.4
17.920,-5.3,,,
17.940,-5.3,,,
17.950,,0.297,0.07,2.4
17.960,-5.1,,,
17.980,-4.8,,,
18.000,-4.4,0.304,0.17,0.9
18.020,-4.0,,,
18.040,-3.5,,,
18.050,,0.313,0.16,-1.0
18.060,-3.1,,,
18.080,-2.7,,,
18.100,-2.5,0.320,0.06,-2.4
18.120,-2.5,,,
18.140,-2.5,,,
18.150,,0.320,-0.08,-2.4
18.160,-2.7,,,
18.180,-3.0,,,
18.200,-3.4,0.312,-0.17,-0.7
18.220,-3.9,,,
18.240,-4.3,,,
18.250,,0.302,-0.15,1.3
18.260,-4.7,,,
18.280,-5.0,,,
18.300,-5.3,0.296,-0.04,2.5
18.320,-5.3,,,
18.340,-5.1,,,
18.350,,0.298,0.10,2.1
18.360,-4.9,,,
18.380,-4.5,,,
18.400,-4.1,0.306,0.17,0.4
18.420,-3.6,,,
18.440,-3.2,,,
18.450,,0.315,0.14,-1.5
18.460,-2.9,,,
18.480,-2.5,,,
18.500,-2.4,0.320,0.02,-2.5
18.520,-2.5,,,
18.540,-2.6,,,
18.550,,0.317,-0.11,-1.9
18.560,-2.9,,,
18.580,-3.3,,,
18.600,-3.8,0.309,-0.17,-0.2
18.620,-4.2,,,
18.640,-4.6,,,
18.650,,0.300,-0.13,1.7
18.660,-5.0,,,
18.680,-5.2,,,
18.700,-5.3,0.296,-5.01E-4,2.6
18.720,-5.2,,,
18.740,-5.0,,,
18.750,,0.300,0.13,1.7
18.760,-4.7,,,
18.780,-4.3,,,
18.800,-3.8,0.309,0.17,-0.2
18.820,-3.3,,,
18.840,-2.9,,,
18.850,,0.317,0.11,-1.9
18.860,-2.7,,,
18.880,-2.5,,,
18.900,-2.5,0.320,-0.02,-2.5
18.920,-2.6,,,
18.940,-2.9,,,
18.950,,0.316,-0.14,-1.5
18.960,-3.2,,,
18.980,-3.6,,,
19.000,-4.1,0.307,-0.17,0.4
19.020,-4.5,,,
19.040,-4.8,,,
19.050,,0.299,-0.10,2.1
19.060,-5.1,,,
19.080,-5.3,,,
19.100,-5.2,0.297,0.04,2.4
19.120,-5.0,,,
19.140,-4.8,,,
19.150,,0.302,0.15,1.3
19.160,-4.4,,,
19.180,-3.9,,,
19.200,-3.5,0.311,0.16,-0.7
19.220,-3.1,,,
19.240,-2.7,,,
19.250,,0.318,0.08,-2.1
19.260,-2.5,,,
19.280,-2.5,,,
19.300,-2.5,0.319,-0.05,-2.3
19.320,-2.7,,,
19.340,-3.0,,,
19.350,,0.313,-0.15,-1.1
19.360,-3.4,,,
19.380,-3.9,,,
19.400,-4.3,0.304,-0.16,0.9
19.420,-4.7,,,
19.440,-5.0,,,
19.450,,0.297,-0.06,2.3
19.460,-5.2,,,
19.480,-5.2,,,
19.500,-5.1,0.297,0.07,2.2
19.520,-4.9,,,
19.540,-4.5,,,
19.550,,0.304,0.16,0.7
19.560,-4.1,,,
19.580,-3.6,,,
19.600,-3.2,0.313,0.14,-1.1
19.620,-2.8,,,
19.640,-2.6,,,
19.650,,0.319,0.04,-2.3
19.660,-2.5,,,
19.680,-2.5,,,
19.700,-2.7,0.317,-0.08,-2.0
19.720,-3.0,,,
19.740,-3.4,,,
19.750,,0.310,-0.16,-0.5
19.760,-3.8,,,
19.780,-4.2,,,
19.800,-4.6,0.301,-0.14,1.4
19.820,-5.0,,,
19.840,-5.1,,,
19.850,,0.296,-0.02,2.5
19.860,-5.3,,,
19.880,-5.2,,,
19.900,-5.0,0.299,0.11,1.9
19.920,-4.6,,,
19.940,-4.2,,,
19.950,,0.307,0.17,0.2
19.960,-3.8,,,
19.980,-3.4,,,
20.000,-3.0,0.316,0.13,-1.7
20.020,-2.7,,,
20.040,-2.6,,,
20.050,,0.320,0.00,-2.4
20.060,-2.5,,,
20.080,-2.6,,,
20.100,-2.9,0.316,-0.12,-1.7
20.120,-3.2,,,
20.140,-3.6,,,
20.150,,0.308,-0.17,0.0
20.160,-4.1,,,
20.180,-4.5,,,
20.200,-4.8,0.299,-0.12,1.8
20.220,-5.1,,,
20.240,-5.2,,,
20.250,,0.296,0.01,2.5
20.260,-5.2,,,
20.280,-5.0,,,
20.300,-4.7,0.300,0.13,1.6
20.320,-4.3,,,
20.340,-3.9,,,
20.350,,0.309,0.17,-0.3
20.360,-3.5,,,
20.380,-3.1,,,
20.400,-2.7,0.317,0.10,-2.0
20.420,-2.6,,,
20.440,-2.5,,,
20.450,,0.319,-0.03,-2.3
20.460,-2.6,,,
20.480,-2.8,,,
20.500,-3.1,0.315,-0.13,-1.3
20.520,-3.5,,,
20.540,-3.9,,,
20.550,,0.306,-0.16,0.5
20.560,-4.3,,,
20.580,-4.7,,,
20.600,-5.0,0.299,-0.08,2.0
20.620,-5.2,,,
20.640,-5.2,,,
20.650,,0.298,0.04,2.3
20.660,-5.0,,,
20.680,-4.8,,,
20.700,-4.4,0.303,0.14,1.0
20.720,-4.0,,,
20.740,-3.6,,,
20.750,,0.312,0.15,-0.8
20.760,-3.2,,,
20.780,-2.9,,,
20.800,-2.7,0.318,0.06,-2.1
20.820,-2.6,,,
20.840,-2.5,,,
20.850,,0.318,-0.07,-2.1
20.860,-2.7,,,
20.880,-3.0,,,
20.900,-3.4,0.311,-0.15,-0.7
20.920,-3.8,,,
20.940,-4.2,,,
20.950,,0.303,-0.14,1.0
20.960,-4.6,,,
20.980,-4.9,,,
21.000,-5.1,0.297,-0.05,2.2
21.020,-5.2,,,
21.040,-5.1,,,
21.050,,0.298,0.08,2.0
21.060,-4.9,,,
21.080,-4.6,,,
21.100,-4.2,0.305,0.16,0.5
21.120,-3.7,,,
21.140,-3.4,,,
21.150,,0.314,0.13,-1.3
21.160,-3.0,,,
21.180,-2.7,,,
21.200,-2.6,0.319,0.03,-2.3
21.220,-2.6,,,
21.240,-2.7,,,
21.250,,0.317,-0.10,-1.9
21.260,-2.9,,,
21.280,-3.3,,,
21.300,-3.7,0.309,-0.16,-0.3
21.320,-4.1,,,
21.340,-4.5,,,
21.350,,0.300,-0.12,1.6
21.360,-4.8,,,
21.380,-5.0,,,
21.400,-5.1,0.297,-0.01,2.4
21.420,-5.1,,,
21.440,-4.9,,,
21.450,,0.299,0.11,1.7
21.460,-4.7,,,
21.480,-4.3,,,
21.500,-3.9,0.308,0.16,0.0
21.520,-3.5,,,
21.540,-3.1,,,
21.550,,0.316,0.11,-1.7
21.560,-2.8,,,
21.580,-2.6,,,
21.600,-2.6,0.319,0.00,-2.3
21.620,-2.7,,,
21.640,-2.8,,,
21.650,,0.315,-0.12,-1.5
21.660,-3.1,,,
21.680,-3.5,,,
21.700,-3.9,0.307,-0.16,0.2
21.720,-4.3,,,
21.740,-4.7,,,
21.750,,0.299,-0.10,1.9
21.760,-4.9,,,
21.780,-5.1,,,
21.800,-5.1,0.298,0.03,2.2
21.820,-5.0,,,
21.840,-4.8,,,
21.850,,0.302,0.13,1.3
21.860,-4.4,,,
21.880,-4.0,,,
21.900,-3.6,0.310,0.15,-0.5
21.920,-3.2,,,
21.940,-2.9,,,
21.950,,0.317,0.08,-2.0
21.960,-2.7,,,
21.980,-2.6,,,
22.000,-2.7,0.318,-0.04,-2.2
22.020,-2.8,,,
22.040,-3.1,,,
22.050,,0.313,-0.14,-1.0
22.060,-3.4,,,
22.080,-3.8,,,
22.100,-4.2,0.304,-0.15,0.8
22.120,-4.6,,,
22.140,-4.9,,,
22.150,,0.298,-0.06,2.1
22.160,-5.1,,,
22.180,-5.1,,,
22.200,-5.0,0.298,0.06,2.1
22.220,-4.8,,,
22.240,-4.5,,,
22.250,,0.304,0.14,0.8
22.260,-4.1,,,
22.280,-3.7,,,
22.300,-3.4,0.313,0.14,-1.0
22.320,-3.0,,,
22.340,-2.7,,,
22.350,,0.318,0.05,-2.2
22.360,-2.6,,,
22.380,-2.6,,,
22.400,-2.7,0.317,-0.08,-2.0
22.420,-3.0,,,
22.440,-3.3,,,
22.450,,0.311,-0.15,-0.6
22.460,-3.7,,,
22.480,-4.1,,,
22.500,-4.5,0.302,-0.14,1.3
22.520,-4.8,,,
22.540,-5.0,,,
22.550,,0.297,-0.03,2.3
22.560,-5.1,,,
22.580,-5.1,,,
22.600,-4.9,0.299,0.10,1.8
22.620,-4.6,,,
22.640,-4.2,,,
22.650,,0.307,0.15,0.3
22.660,-3.8,,,
22.680,-3.5,,,
22.700,-3.1,0.315,0.12,-1.4
22.720,-2.8,,,
22.740,-2.7,,,
22.750,,0.319,0.02,-2.2
22.760,-2.6,,,
22.780,-2.7,,,
22.800,-2.9,0.316,-0.10,-1.7
22.820,-3.2,,,
22.840,-3.5,,,
22.850,,0.309,-0.15,-0.1
22.860,-3.9,,,
22.880,-4.3,,,
22.900,-4.7,0.301,-0.11,1.6
22.920,-4.9,,,
22.940,-5.0,,,
22.950,,0.297,0.00,2.3
22.960,-5.0,,,
22.980,-5.0,,,
23.000,-4.7,0.301,0.11,1.5
23.020,-4.4,,,
23.040,-4.0,,,
23.050,,0.309,0.15,-0.2
23.060,-3.6,,,
23.080,-3.2,,,
23.100,-2.9,0.316,0.09,-1.7
23.120,-2.7,,,
23.140,-2.6,,,
23.150,,0.318,-0.02,-2.1
23.160,-2.7,,,
23.180,-2.8,,,
23.200,-3.1,0.314,-0.12,-1.3
23.220,-3.4,,,
23.240,-3.9,,,
23.250,,0.306,-0.15,0.4
23.260,-4.3,,,
23.280,-4.6,,,
23.300,-4.9,0.299,-0.08,1.9
23.320,-5.1,,,
23.340,-5.1,,,
23.350,,0.298,0.04,2.2
23.360,-5.0,,,
23.380,-4.8,,,
23.400,-4.5,0.303,0.14,1.0
23.420,-4.1,,,
23.440,-3.7,,,
23.450,,0.311,0.14,-0.7
23.460,-3.4,,,
23.480,-3.0,,,
23.500,-2.8,0.318,0.07,-2.0
23.520,-2.7,,,
23.540,-2.6,,,
23.550,,0.318,-0.05,-2.1
23.560,-2.8,,,
23.580,-3.0,,,
23.600,-3.4,0.312,-0.14,-0.9
23.620,-3.7,,,
23.640,-4.1,,,
23.650,,0.304,-0.14,0.9
23.660,-4.5,,,
23.680,-4.8,,,
23.700,-5.0,0.298,-0.05,2.1
23.720,-5.1,,,
23.740,-5.0,,,
23.750,,0.299,0.07,2.0
23.760,-4.8,,,
23.780,-4.6,,,
23.800,-4.2,0.305,0.15,0.6
23.820,-3.8,,,
23.840,-3.5,,,
23.850,,0.313,0.13,-1.1
23.860,-3.1,,,
23.880,-2.8,,,
23.900,-2.7,0.318,0.03,-2.1
23.920,-2.6,,,
23.940,-2.7,,,
23.950,,0.317,-0.08,-1.8
23.960,-2.9,,,
23.980,-3.2,,,
24.000,-3.6,0.310,-0.15,-0.5
24.020,-3.9,,,
24.040,-4.3,,,
24.050,,0.301,-0.13,1.4
24.060,-4.7,,,
24.080,-4.9,,,
24.100,-5.0,0.297,-0.02,2.3
24.120,-5.0,,,
24.140,-4.9,,,
24.150,,0.300,0.10,1.6
24.160,-4.7,,,
24.180,-4.3,,,
24.200,-4.0,0.307,0.15,0.0
24.220,-3.6,,,
24.240,-3.2,,,
24.250,,0.315,0.11,-1.5
24.260,-2.9,,,
24.280,-2.7,,,
24.300,-2.7,0.318,0.00,-2.1
24.320,-2.7,,,
24.340,-2.9,,,
24.350,,0.315,-0.10,-1.5
24.360,-3.1,,,
24.380,-3.5,,,
24.400,-3.9,0.307,-0.15,0.0
24.420,-4.2,,,
24.440,-4.6,,,
24.450,,0.300,-0.10,1.6
24.460,-4.9,,,
24.480,-5.0,,,
24.500,-5.1,0.298,0.01,2.2
24.520,-5.0,,,
24.540,-4.8,,,
24.550,,0.302,0.12,1.4
24.560,-4.4,,,
24.580,-4.1,,,
24.600,-3.7,0.310,0.15,-0.4
24.620,-3.4,,,
24.640,-3.0,,,
24.650,,0.317,0.08,-1.8
24.660,-2.8,,,
24.680,-2.7,,,
24.700,-2.7,0.318,-0.03,-2.1
24.720,-2.8,,,
24.740,-3.1,,,
24.750,,0.314,-0.13,-1.1
24.760,-3.4,,,
24.780,-3.7,,,
24.800,-4.2,0.306,-0.14,0.5
24.820,-4.5,,,
24.840,-4.8,,,
24.850,,0.299,-0.07,1.9
24.860,-5.0,,,
24.880,-5.0,,,
24.900,-5.0,0.298,0.04,2.1
24.920,-4.8,,,
24.940,-4.6,,,
24.950,,0.304,0.14,0.9
24.960,-4.2,,,
24.980,-3.8,,,
25.000,-3.4,0.312,0.14,-0.8
25.020,-3.1,,,
25.040,-2.9,,,
25.050,,0.318,0.06,-2.0
25.060,-2.7,,,
25.080,-2.7,,,
25.100,-2.8,0.317,-0.06,-1.9
25.120,-2.9,,,
25.140,-3.2,,,
25.150,,0.312,-0.14,-0.7
25.160,-3.6,,,
25.180,-4.0,,,
25.200,-4.3,0.304,-0.13,1.0
25.220,-4.6,,,
25.240,-4.9,,,
25.250,,0.299,-0.04,2.0
25.260,-5.0,,,
25.280,-5.0,,,
25.300,-4.9,0.300,0.07,1.8
25.320,-4.6,,,
25.340,-4.3,,,
25.350,,0.306,0.14,0.5
25.360,-3.9,,,
25.380,-3.5,,,
25.400,-3.2,0.314,0.12,-1.2
25.420,-2.9,,,
25.440,-2.8,,,
25.450,,0.318,0.02,-2.1
25.460,-2.7,,,
25.480,-2.7,,,
25.500,-2.9,0.316,-0.09,-1.7
25.520,-3.2,,,
25.540,-3.5,,,
25.550,,0.309,-0.14,-0.3
25.560,-3.9,,,
25.580,-4.3,,,
25.600,-4.6,0.302,-0.11,1.3
25.620,-4.9,,,
25.640,-5.0,,,
25.650,,0.298,-0.01,2.1
25.660,-5.0,,,
25.680,-5.0,,,
25.700,-4.7,0.301,0.10,1.6
25.720,-4.4,,,
25.740,-4.1,,,
25.750,,0.308,0.15,0.0
25.760,-3.6,,,
25.780,-3.3,,,
25.800,-3.0,0.316,0.10,-1.6
25.820,-2.8,,,
25.840,-2.7,,,
25.850,,0.318,-0.01,-2.2
25.860,-2.7,,,
25.880,-2.9,,,
25.900,-3.1,0.315,-0.11,-1.4
25.920,-3.4,,,
25.940,-3.8,,,
25.950,,0.307,-0.15,0.3
25.960,-4.2,,,
25.980,-4.5,,,
26.000,-4.8,0.300,-0.09,1.7
26.020,-5.0,,,
26.040,-5.0,,,
26.050,,0.298,0.02,2.1
26.060,-5.0,,,
26.080,-4.8,,,
26.100,-4.5,0.303,0.12,1.2
26.120,-4.2,,,
26.140,-3.8,,,
26.150,,0.310,0.14,-0.4
26.160,-3.4,,,
26.180,-3.1,,,
26.200,-2.9,0.317,0.08,-1.8
26.220,-2.7,,,
26.240,-2.7,,,
26.250,,0.318,-0.04,-2.0
26.260,-2.8,,,
26.280,-3.0,,,
26.300,-3.3,0.313,-0.13,-1.0
26.320,-3.6,,,
26.340,-4.0,,,
26.350,,0.305,-0.14,0.7
26.360,-4.4,,,
26.380,-4.7,,,
26.400,-4.9,0.299,-0.06,1.9
26.420,-5.0,,,
26.440,-5.0,,,
26.450,,0.299,0.05,1.9
26.460,-4.8,,,
26.480,-4.6,,,
26.500,-4.3,0.304,0.13,0.8
26.520,-3.9,,,
26.540,-3.5,,,
26.550,,0.312,0.13,-0.8
26.560,-3.2,,,
26.580,-2.9,,,
26.600,-2.8,0.317,0.05,-1.9
26.620,-2.7,,,
26.640,-2.7,,,
26.650,,0.317,-0.07,-1.9
26.660,-2.9,,,
26.680,-3.2,,,
26.700,-3.5,0.311,-0.14,-0.6
26.720,-3.9,,,
26.740,-4.3,,,
26.750,,0.303,-0.12,1.1
26.760,-4.6,,,
26.780,-4.9,,,
26.800,-5.0,0.298,-0.03,2.1
26.820,-5.0,,,
26.840,-4.9,,,
26.850,,0.300,0.09,1.7
26.860,-4.7,,,
26.880,-4.4,,,
26.900,-4.0,0.307,0.14,0.2
26.920,-3.6,,,
26.940,-3.3,,,
26.950,,0.314,0.11,-1.3
26.960,-3.0,,,
26.980,-2.8,,,
27.000,-2.7,0.318,0.01,-2.0
27.020,-2.7,,,
27.040,-2.9,,,
27.050,,0.316,-0.09,-1.6
27.060,-3.2,,,
27.080,-3.5,,,
27.100,-3.8,0.308,-0.14,-0.1
27.120,-4.2,,,
27.140,-4.5,,,
27.150,,0.301,-0.10,1.5
27.160,-4.8,,,
27.180,-5.0,,,
27.200,-5.0,0.298,0.01,2.1
27.220,-4.9,,,
27.240,-4.7,,,
27.250,,0.302,0.11,1.4
27.260,-4.5,,,
27.280,-4.1,,,
27.300,-3.7,0.309,0.14,-0.2
27.320,-3.4,,,
27.340,-3.1,,,
27.350,,0.316,0.08,-1.6
27.360,-2.9,,,
27.380,-2.8,,,
27.400,-2.7,0.318,-0.02,-2.0
27.420,-2.8,,,
27.440,-3.0,,,
27.450,,0.314,-0.11,-1.2
27.460,-3.3,,,
27.480,-3.7,,,
27.500,-4.0,0.306,-0.14,0.4
27.520,-4.3,,,
27.540,-4.7,,,
27.550,,0.300,-0.07,1.8
27.560,-4.9,,,
27.580,-5.0,,,
27.600,-4.9,0.299,0.04,2.0
27.620,-4.8,,,
27.640,-4.6,,,
27.650,,0.304,0.12,0.9
27.660,-4.2,,,
27.680,-3.9,,,
27.700,-3.5,0.311,0.13,-0.7
27.720,-3.2,,,
27.740,-2.9,,,
27.750,,0.316,0.06,-1.8
27.760,-2.8,,,
27.780,-2.7,,,
27.800,-2.8,0.317,-0.05,-1.8
27.820,-2.9,,,
27.840,-3.2,,,
27.850,,0.311,-0.13,-0.8
27.860,-3.6,,,
27.880,-3.9,,,
27.900,-4.3,0.304,-0.13,0.8
27.920,-4.6,,,
27.940,-4.9,,,
27.950,,0.299,-0.04,1.9
27.960,-5.0,,,
27.980,-5.0,,,
28.000,-4.9,0.300,0.07,1.8
28.020,-4.7,,,
28.040,-4.3,,,
28.050,,0.306,0.13,0.5
28.060,-4.0,,,
28.080,-3.6,,,
28.100,-3.3,0.313,0.12,-1.1
28.120,-3.0,,,
28.140,-2.8,,,
28.150,,0.317,0.03,-2.0
28.160,-2.7,,,
28.180,-2.8,,,
28.200,-2.9,0.316,-0.08,-1.6
28.220,-3.2,,,
28.240,-3.5,,,
28.250,,0.310,-0.14,-0.3
28.260,-3.9,,,
28.280,-4.2,,,
28.300,-4.6,0.302,-0.11,1.2
28.320,-4.8,,,
28.340,-4.9,,,
28.350,,0.299,-0.01,2.0
28.360,-5.0,,,
28.380,-4.9,,,
28.400,-4.7,0.301,0.09,1.5
28.420,-4.4,,,
28.440,-4.1,,,
28.450,,0.308,0.14,0.1
28.460,-3.7,,,
28.480,-3.4,,,
28.500,-3.1,0.315,0.10,-1.4
28.520,-2.9,,,
28.540,-2.8,,,
28.550,,0.317,0.00,-2.0
28.560,-2.8,,,
28.580,-2.9,,,
28.600,-3.1,0.314,-0.10,-1.3
28.620,-3.4,,,
28.640,-3.7,,,
28.650,,0.308,-0.13,0.1
28.660,-4.1,,,
28.680,-4.4,,,
28.700,-4.6,0.301,-0.09,1.5
28.720,-4.8,,,
28.740,-4.9,,,
28.750,,0.299,0.02,2.0
28.760,-4.9,,,
28.780,-4.7,,,
28.800,-4.5,0.302,0.11,1.1
28.820,-4.2,,,
28.840,-3.9,,,
28.850,,0.309,0.13,-0.4
28.860,-3.5,,,
28.880,-3.2,,,
28.900,-2.9,0.315,0.07,-1.6
28.920,-2.8,,,
28.940,-2.7,,,
28.950,,0.316,-0.03,-1.8
28.960,-2.8,,,
28.980,-3.0,,,
29.000,-3.3,0.312,-0.11,-0.9
29.020,-3.6,,,
29.040,-4.0,,,
29.050,,0.305,-0.12,0.5
29.060,-4.3,,,
29.080,-4.6,,,
29.100,-4.8,0.300,-0.06,1.7
29.120,-5.0,,,
29.140,-5.0,,,
29.150,,0.299,0.05,1.8
29.160,-4.8,,,
29.180,-4.6,,,
29.200,-4.3,0.304,0.13,0.8
29.220,-4.0,,,
29.240,-3.6,,,
29.250,,0.312,0.13,-0.8
29.260,-3.3,,,
29.280,-3.0,,,
29.300,-2.8,0.317,0.04,-1.9
29.320,-2.7,,,
29.340,-2.8,,,
29.350,,0.316,-0.06,-1.7
29.360,-2.9,,,
29.380,-3.2,,,
29.400,-3.5,0.311,-0.13,-0.5
29.420,-3.9,,,
29.440,-4.2,,,
29.450,,0.303,-0.12,1.0
29.460,-4.6,,,
29.480,-4.8,,,
29.500,-4.9,0.299,-0.03,1.9
29.520,-4.9,,,
29.540,-4.9,,,
29.550,,0.300,0.07,1.7
29.560,-4.7,,,
29.580,-4.4,,,
29.600,-4.1,0.306,0.13,0.3
29.620,-3.7,,,
29.640,-3.4,,,
29.650,,0.313,0.11,-1.2
29.660,-3.1,,,
29.680,-2.9,,,
29.700,-2.8,0.317,0.02,-1.9
29.720,-2.8,,,
29.740,-2.9,,,
29.750,,0.315,-0.08,-1.5
29.760,-3.1,,,
29.780,-3.4,,,
29.800,-3.8,0.309,-0.13,-0.1
29.820,-4.1,,,
29.840,-4.4,,,
29.850,,0.302,-0.10,1.3
29.860,-4.7,,,
29.880,-4.8,,,
29.900,-4.9,0.299,0.00,1.9
29.920,-4.8,,,
29.940,-4.7,,,
29.950,,0.302,0.09,1.3
29.960,-4.5,,,
29.980,-4.2,,,
30.000,-3.8,0.308,0.13,-0.1
30.020,-3.5,,,
30.040,-3.2,,,
30.050,,0.315,0.08,-1.4
30.060,-2.9,,,
30.080,-2.8,,,
30.100,-2.8,0.317,-0.01,-1.9
30.120,-2.9,,,
30.140,-3.0,,,
30.150,,0.313,-0.11,-1.1
30.160,-3.3,,,
30.180,-3.6,,,
30.200,-4.0,0.306,-0.13,0.4
30.220,-4.3,,,
30.240,-4.6,,,
30.250,,0.301,-0.07,1.5
30.260,-4.8,,,
30.280,-4.9,,,
30.300,-4.9,0.299,0.03,1.9
30.320,-4.8,,,
30.340,-4.6,,,
30.350,,0.303,0.11,1.0
30.360,-4.3,,,
30.380,-3.9,,,
30.400,-3.6,0.311,0.13,-0.5
30.420,-3.3,,,
30.440,-3.0,,,
30.450,,0.316,0.06,-1.7
30.460,-2.8,,,
30.480,-2.8,,,
30.500,-2.8,0.317,-0.04,-1.9
30.520,-3.0,,,
30.540,-3.2,,,
30.550,,0.312,-0.12,-0.8
30.560,-3.5,,,
30.580,-3.9,,,
30.600,-4.2,0.304,-0.12,0.8
30.620,-4.6,,,
30.640,-4.8,,,
30.650,,0.300,-0.05,1.8
30.660,-4.9,,,
30.680,-4.9,,,
30.700,-4.8,0.300,0.06,1.7
30.720,-4.6,,,
30.740,-4.4,,,
30.750,,0.305,0.13,0.6
30.760,-4.0,,,
30.780,-3.7,,,
30.800,-3.3,0.312,0.11,-0.9
30.820,-3.1,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
